panel,candidate_id,round_id,prediction,observed,uncertainty_std,absolute_error,nominal_coverage,empirical_coverage,interval_width,coverage_lower,coverage_upper,binary_outcome,signed_error
viability_prediction,retest_v2_75d69addc009,ROUND_003,29.24575715487311,34.5,0.9991394709236764,5.254242845126889,,,3.9166267260208114,,,,-5.254242845126889
viability_prediction,rescue_000002,ROUND_003,59.625548284101335,65.0,9.520940751078903,5.374451715898665,,,37.3220877442293,,,,-5.374451715898665
viability_prediction,cand_001256,ROUND_003,58.724742992940016,29.0,24.187978918531524,29.724742992940016,,,94.81687736064357,,,,29.724742992940016
viability_prediction,cand_000026,ROUND_003,62.813166233359446,44.5,21.785070096186512,18.313166233359446,,,85.39747477705113,,,,18.313166233359446
viability_prediction,cand_000143,ROUND_003,59.81772975597263,48.5,23.352298676726456,11.317729755972628,,,91.54101081276771,,,,11.317729755972628
viability_prediction,cand_000293,ROUND_003,71.820753280291,53.0,10.925520512478291,18.820753280291,,,42.8280404089149,,,,18.820753280291
viability_prediction,cand_000510,ROUND_003,58.720808487471544,41.0,24.187978822516087,17.720808487471544,,,94.81687698426306,,,,17.720808487471544
viability_prediction,cand_000849,ROUND_003,58.93019509730977,38.0,24.16077166458678,20.93019509730977,,,94.71022492518017,,,,20.93019509730977
viability_prediction,cand_000846,ROUND_003,58.92437007701841,38.0,24.166804376952193,20.92437007701841,,,94.7338731576526,,,,20.92437007701841
viability_prediction,cand_001346,ROUND_003,58.9187602099713,36.0,24.164943773185,22.918760209971303,,,94.72657959088521,,,,22.918760209971303
viability_prediction,cand_001770,ROUND_003,58.91497503925672,38.5,24.168569469864593,20.414975039256717,,,94.74079232186921,,,,20.414975039256717
viability_prediction,cand_001847,ROUND_003,58.72481704977869,52.0,24.18797891866367,6.724817049778693,,,94.81687736116159,,,,6.724817049778693
coverage,,FORMAL_COHORT,,,,,0.5,0.25,26.508345991075277,0.08894003962896138,0.53231033912066,,
coverage,,FORMAL_COHORT,,,,,0.68,0.75,39.083520000137746,0.46768966087934005,0.9110599603710386,,
coverage,,FORMAL_COHORT,,,,,0.8,0.8333333333333334,50.366684289842006,0.5519636426153274,0.9530358523851776,,
coverage,,FORMAL_COHORT,,,,,0.9,0.8333333333333334,64.6449394304791,0.5519636426153274,0.9530358523851776,,
coverage,,FORMAL_COHORT,,,,,0.95,0.9166666666666666,77.02919639198409,0.6461140782014047,0.9851352905492264,,
intact_probability,retest_v2_75d69addc009,ROUND_003,0.455725392125923,,,,,,,,,1.0,
intact_probability,rescue_000002,ROUND_003,0.5498840382139313,,,,,,,,,1.0,
intact_probability,cand_001256,ROUND_003,0.389155289964007,,,,,,,,,1.0,
intact_probability,cand_000026,ROUND_003,0.4022274037805889,,,,,,,,,0.0,
intact_probability,cand_000143,ROUND_003,0.6482014342566541,,,,,,,,,0.0,
intact_probability,cand_000293,ROUND_003,0.7023796226029612,,,,,,,,,0.0,
intact_probability,cand_000510,ROUND_003,0.3309903543233221,,,,,,,,,0.0,
intact_probability,cand_000849,ROUND_003,0.7134560420549231,,,,,,,,,1.0,
intact_probability,cand_000846,ROUND_003,0.671882156371155,,,,,,,,,1.0,
intact_probability,cand_001346,ROUND_003,0.6772833576660431,,,,,,,,,1.0,
intact_probability,cand_001770,ROUND_003,0.1223871043645058,,,,,,,,,1.0,
intact_probability,cand_001847,ROUND_003,0.4075303061635206,,,,,,,,,0.0,
